respondent_id,true_persona,age,age_group,gender,locality,occupation,monthly_income_inr,income_bracket,household_size_bracket,ever_sent_homecooked_food,segment,heard_of_freeze_dry,used_freeze_dry_before,brand_used,frequency_sending_food,method_no_preservation,method_freeze_athome,method_vacuum_self,method_freezedry_service,method_none,dish_dal,dish_rice_biryani,dish_rotis,dish_sabzi,dish_nonveg_curry,dish_sweets_snacks,dish_pickles_chutneys,occasion_abroad_family,occasion_own_travel,occasion_festival_gifting,occasion_emergency_stock,occasion_elderly_parents,channel_instagram,channel_google,channel_referral,channel_kirana_partner,channel_college_rwa,channel_influencer,packaging_pref,taste_importance,price_importance,shelf_life_importance,hygiene_importance,convenience_importance,brand_trust_importance,variety_importance,speed_importance,likelihood_to_use,likely_to_use,max_price_per_kg_inr,price_bracket,min_order_qty_kg,qty_bracket,monthly_spend_inr,spend_bracket,willing_pay_extra_speed,would_recommend
R0186,Convenience_Family,50,45-54,Female,Miyapur,Self-employed / Business owner,87900.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,"Sealed pouches (lightweight, compact)",4,4,4,4,4,4,3,4,3,No,431.0,Rs 401-500,6.7,6-10 kg,400.0,Below Rs 500,Yes,Maybe
R0187,Traveler_Budget,31,25-34,Male,Manikonda,Student,102200.0,"Rs 1,00,001 - 2,00,000",5-6,No,Traveler_Student,Yes,No,,Frequently (monthly or more),0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,"Sealed pouches (lightweight, compact)",3,5,4,4,4,4,3,4,4,Yes,620.0,Above Rs 600,13.2,More than 10 kg,10010.0,"Above Rs 5,000",No,Yes
R0188,NRI_Quality,40,35-44,Female,Jubilee Hills,Self-employed / Business owner,133200.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,No strong preference,5,2,5,5,3,5,5,4,4,Yes,890.0,Above Rs 600,4.4,3-5 kg,4260.0,"Rs 3,001-5,000",Yes,Yes
R0189,Convenience_Family,44,35-44,Female,Dilsukhnagar,Salaried / Employed,140600.0,"Rs 1,00,001 - 2,00,000",3-4,No,NRI_Family,No,No,,Never,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",4,3,4,5,5,4,3,4,2,No,741.0,Above Rs 600,4.5,3-5 kg,190.0,Below Rs 500,Yes,Maybe
R0190,NRI_Quality,59,55 and above,Male,Manikonda,Retired,160900.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,Jars/containers (reusable),5,2,5,5,4,5,4,4,2,No,900.0,Above Rs 600,7.6,6-10 kg,3060.0,"Rs 3,001-5,000",Yes,Yes
R0191,Skeptical_LowIntent,57,55 and above,Female,Gachibowli,Homemaker,135100.0,"Rs 1,00,001 - 2,00,000",5-6,No,Neither,Yes,No,,Rarely (once or twice a year),1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,Jars/containers (reusable),2,4,1,3,2,2,2,1,4,Yes,503.0,Rs 501-600,2.6,1-2 kg,230.0,Below Rs 500,Yes,No
R0192,NRI_Quality,31,25-34,Male,Ameerpet,Homemaker,117400.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,Yes,Dryfii,Occasionally (every 2-3 months),0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,"Sealed pouches (lightweight, compact)",4,3,4,5,4,4,4,3,4,Yes,900.0,Above Rs 600,3.5,3-5 kg,1210.0,"Rs 500-1,500",Maybe,Yes
R0193,NRI_Quality,34,25-34,Prefer not to say,Secunderabad,Salaried / Employed,353500.0,"Above Rs 3,50,000",5-6,Yes,Traveler_Student,Yes,No,,Frequently (monthly or more),0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,Jars/containers (reusable),4,2,4,5,4,4,5,4,2,No,900.0,Above Rs 600,9.0,6-10 kg,7100.0,"Above Rs 5,000",Maybe,Yes
R0194,Skeptical_LowIntent,51,45-54,Female,Manikonda,Salaried / Employed,47000.0,"Below Rs 50,000",3-4,No,Neither,No,No,,Rarely (once or twice a year),0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",2,3,3,2,2,3,2,2,2,No,236.0,Below Rs 300,4.0,3-5 kg,150.0,Below Rs 500,Maybe,Yes
R0195,NRI_Quality,32,25-34,Female,LB Nagar,Self-employed / Business owner,85400.0,"Rs 50,000 - 1,00,000",5-6,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,No strong preference,5,4,4,5,4,4,4,3,5,Yes,900.0,Above Rs 600,6.1,6-10 kg,780.0,"Rs 500-1,500",Maybe,Yes
R0196,NRI_Quality,30,25-34,Male,Miyapur,Self-employed / Business owner,69900.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,Yes,Yes,Desi Khana,Rarely (once or twice a year),0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",5,3,4,4,4,5,4,5,4,Yes,558.0,Rs 501-600,8.4,6-10 kg,700.0,"Rs 500-1,500",Yes,Yes
R0197,Convenience_Family,34,25-34,Male,Banjara Hills,Salaried / Employed,205300.0,"Rs 2,00,001 - 3,50,000",1-2,No,Traveler_Student,No,No,,Occasionally (every 2-3 months),0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,"Sealed pouches (lightweight, compact)",4,4,4,5,5,3,4,3,3,No,563.0,Rs 501-600,5.4,3-5 kg,3750.0,"Rs 3,001-5,000",Maybe,Yes
R0198,Skeptical_LowIntent,40,35-44,Male,Madhapur,Salaried / Employed,90200.0,"Rs 50,000 - 1,00,000",7 or more,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Frequently (monthly or more),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,No strong preference,2,3,1,3,3,1,2,3,2,No,344.0,Rs 300-400,2.9,1-2 kg,1250.0,"Rs 500-1,500",No,No
R0199,NRI_Quality,41,35-44,Male,Uppal,Salaried / Employed,103700.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,"Sealed pouches (lightweight, compact)",4,2,4,5,4,5,5,4,5,Yes,900.0,Above Rs 600,3.5,3-5 kg,600.0,"Rs 500-1,500",Maybe,Maybe
R0200,Traveler_Budget,23,Under 25,Male,Kondapur,Student,89300.0,"Rs 50,000 - 1,00,000",5-6,No,Neither,No,No,,Rarely (once or twice a year),0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,No strong preference,2,5,5,4,5,3,5,4,4,Yes,368.0,Rs 300-400,5.3,3-5 kg,260.0,Below Rs 500,No,Maybe
R0201,Skeptical_LowIntent,28,25-34,Male,Kondapur,Salaried / Employed,84400.0,"Rs 50,000 - 1,00,000",7 or more,No,Neither,Yes,No,,Rarely (once or twice a year),0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,No strong preference,2,4,2,2,3,2,2,2,3,No,322.0,Rs 300-400,4.8,3-5 kg,170.0,Below Rs 500,No,No
R0202,Skeptical_LowIntent,27,25-34,Prefer not to say,Banjara Hills,Other,160000.0,"Rs 1,00,001 - 2,00,000",3-4,No,Neither,No,No,,Never,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,"Sealed pouches (lightweight, compact)",1,4,2,2,2,2,2,2,3,No,287.0,Below Rs 300,4.0,3-5 kg,100.0,Below Rs 500,No,Maybe
R0203,Traveler_Budget,22,Under 25,Male,Jubilee Hills,Salaried / Employed,29200.0,"Below Rs 50,000",3-4,No,NRI_Family,Yes,No,,Never,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,"Sealed pouches (lightweight, compact)",3,5,4,4,4,2,3,4,4,Yes,430.0,Rs 401-500,6.0,6-10 kg,110.0,Below Rs 500,Yes,Yes
R0204,NRI_Quality,63,55 and above,Male,,Salaried / Employed,107000.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,Neither,Yes,No,,Frequently (monthly or more),1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,Jars/containers (reusable),5,3,4,5,4,5,3,3,3,No,900.0,Above Rs 600,9.0,6-10 kg,9410.0,"Above Rs 5,000",Yes,Yes
R0205,NRI_Quality,45,45-54,Female,Kukatpally,Salaried / Employed,97900.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,Yes,Leela Instant Foods,Frequently (monthly or more),1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"Sealed pouches (lightweight, compact)",5,3,4,5,4,4,5,3,4,Yes,722.0,Above Rs 600,5.2,3-5 kg,4430.0,"Rs 3,001-5,000",Yes,Yes
R0206,NRI_Quality,50,45-54,Female,LB Nagar,Self-employed / Business owner,49600.0,"Below Rs 50,000",1-2,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,Jars/containers (reusable),5,4,4,5,4,4,4,3,5,Yes,539.0,Rs 501-600,7.5,6-10 kg,3360.0,"Rs 3,001-5,000",Maybe,Maybe
R0207,NRI_Quality,38,35-44,Female,Kukatpally,Self-employed / Business owner,194300.0,"Rs 1,00,001 - 2,00,000",7 or more,No,NRI_Family,Yes,No,,Frequently (monthly or more),0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",5,3,5,5,4,4,5,3,4,Yes,711.0,Above Rs 600,5.9,3-5 kg,3660.0,"Rs 3,001-5,000",Yes,Yes
R0208,Convenience_Family,37,35-44,Female,Jubilee Hills,Self-employed / Business owner,72500.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,No,No,,Rarely (once or twice a year),0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,"Sealed pouches (lightweight, compact)",5,4,4,5,5,4,4,4,4,Yes,844.0,Above Rs 600,2.4,1-2 kg,730.0,"Rs 500-1,500",No,Yes
R0209,NRI_Quality,36,35-44,Female,Banjara Hills,Retired,168200.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,No,No,,Frequently (monthly or more),0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",5,3,5,5,4,4,4,2,5,Yes,714.0,Above Rs 600,7.0,6-10 kg,5120.0,"Above Rs 5,000",Yes,Maybe
R0210,Traveler_Budget,18,Under 25,Female,,Salaried / Employed,139200.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,Traveler_Student,Yes,No,,Rarely (once or twice a year),0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,Jars/containers (reusable),4,4,3,4,4,3,3,4,4,Yes,644.0,Above Rs 600,6.6,6-10 kg,630.0,"Rs 500-1,500",Yes,Maybe
R0211,Convenience_Family,27,25-34,Female,Manikonda,Self-employed / Business owner,70200.0,"Rs 50,000 - 1,00,000",1-2,No,NRI_Family,Yes,Yes,Dryfii,Rarely (once or twice a year),0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,Jars/containers (reusable),4,4,4,4,5,4,4,4,3,No,646.0,Above Rs 600,3.7,3-5 kg,410.0,Below Rs 500,Yes,Maybe
R0212,Convenience_Family,24,Under 25,Female,Madhapur,Salaried / Employed,68300.0,"Rs 50,000 - 1,00,000",1-2,No,NRI_Family,No,No,,Frequently (monthly or more),1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,Jars/containers (reusable),3,3,4,5,4,3,4,3,4,Yes,439.0,Rs 401-500,4.0,3-5 kg,1920.0,"Rs 1,501-3,000",No,Maybe
R0213,NRI_Quality,22,Under 25,Male,Kukatpally,Salaried / Employed,127200.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,No,No,,Frequently (monthly or more),1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,"Sealed pouches (lightweight, compact)",4,3,4,5,3,4,4,3,5,Yes,698.0,Above Rs 600,4.0,3-5 kg,3120.0,"Rs 3,001-5,000",Yes,Yes
R0214,Skeptical_LowIntent,22,Under 25,Male,Kondapur,Self-employed / Business owner,98100.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,No,No,,Occasionally (every 2-3 months),1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,Jars/containers (reusable),2,3,2,2,3,2,1,2,1,No,380.0,Rs 300-400,1.0,1-2 kg,130.0,Below Rs 500,No,Yes
R0215,Convenience_Family,49,45-54,Male,Begumpet,Salaried / Employed,64400.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Never,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,"Sealed pouches (lightweight, compact)",4,4,4,5,5,4,4,4,4,Yes,496.0,Rs 401-500,4.6,3-5 kg,100.0,Below Rs 500,Yes,Maybe
R0216,Convenience_Family,38,35-44,Male,Ameerpet,Self-employed / Business owner,62800.0,"Rs 50,000 - 1,00,000",5-6,Yes,Neither,Yes,Yes,Leela Instant Foods,Frequently (monthly or more),0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,"Sealed pouches (lightweight, compact)",3,4,4,4,5,4,4,4,5,Yes,384.0,Rs 300-400,3.0,3-5 kg,1370.0,"Rs 500-1,500",Yes,Yes
R0217,NRI_Quality,54,45-54,Female,Jubilee Hills,Self-employed / Business owner,194000.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Occasionally (every 2-3 months),1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,"Sealed pouches (lightweight, compact)",5,3,5,5,4,4,5,4,3,No,900.0,Above Rs 600,4.4,3-5 kg,1620.0,"Rs 1,501-3,000",Maybe,Yes
R0218,NRI_Quality,46,45-54,Male,Gachibowli,Self-employed / Business owner,29900.0,"Below Rs 50,000",3-4,Yes,NRI_Family,No,No,,Frequently (monthly or more),0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,Jars/containers (reusable),4,3,4,5,4,5,4,4,5,Yes,900.0,Above Rs 600,5.3,3-5 kg,3560.0,"Rs 3,001-5,000",Maybe,Maybe
R0219,Skeptical_LowIntent,44,35-44,Male,Kukatpally,Self-employed / Business owner,21500.0,"Below Rs 50,000",3-4,No,Neither,No,No,,Occasionally (every 2-3 months),0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",1,3,3,4,2,2,3,2,3,No,383.0,Rs 300-400,3.1,3-5 kg,620.0,"Rs 500-1,500",No,Yes
R0220,Traveler_Budget,21,Under 25,Male,LB Nagar,Student,33200.0,"Below Rs 50,000",1-2,No,Traveler_Student,Yes,Yes,Leela Instant Foods,Rarely (once or twice a year),0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,"Sealed pouches (lightweight, compact)",2,4,3,5,4,3,4,4,3,No,377.0,Rs 300-400,6.5,6-10 kg,330.0,Below Rs 500,No,Yes
R0221,Traveler_Budget,29,25-34,Female,Banjara Hills,Self-employed / Business owner,98800.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,"Sealed pouches (lightweight, compact)",3,5,4,4,4,3,4,5,4,Yes,402.0,Rs 401-500,10.8,6-10 kg,2370.0,"Rs 1,501-3,000",Maybe,Yes
R0222,Traveler_Budget,30,25-34,Male,Miyapur,Salaried / Employed,63600.0,"Rs 50,000 - 1,00,000",7 or more,No,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",3,5,4,4,4,4,5,4,4,Yes,582.0,Rs 501-600,8.2,6-10 kg,2140.0,"Rs 1,501-3,000",Yes,Maybe
R0223,Convenience_Family,33,25-34,Female,Gachibowli,Salaried / Employed,59600.0,"Rs 50,000 - 1,00,000",3-4,Yes,Neither,No,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,No strong preference,4,4,4,4,4,4,3,4,3,No,578.0,Rs 501-600,7.8,6-10 kg,1230.0,"Rs 500-1,500",Yes,Maybe
R0224,Skeptical_LowIntent,41,35-44,Female,Gachibowli,Homemaker,55000.0,"Rs 50,000 - 1,00,000",3-4,No,NRI_Family,No,No,,Occasionally (every 2-3 months),0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,"Sealed pouches (lightweight, compact)",2,4,2,2,3,1,3,2,2,No,269.0,Below Rs 300,2.3,1-2 kg,360.0,Below Rs 500,Yes,No
R0225,Traveler_Budget,29,25-34,Male,Kondapur,Other,54500.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,Yes,My Taste My Meal,Occasionally (every 2-3 months),0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",3,5,4,4,5,4,3,4,5,Yes,445.0,Rs 401-500,8.5,6-10 kg,1350.0,"Rs 500-1,500",Yes,Yes
R0226,Skeptical_LowIntent,29,25-34,Female,Kondapur,Salaried / Employed,86500.0,"Rs 50,000 - 1,00,000",5-6,No,Neither,Yes,No,,Never,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,No strong preference,2,3,2,3,2,3,2,2,2,No,467.0,Rs 401-500,2.4,1-2 kg,100.0,Below Rs 500,Maybe,Maybe
R0227,NRI_Quality,32,25-34,Male,Kukatpally,Self-employed / Business owner,65400.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,Yes,Desi Khana,Rarely (once or twice a year),0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,Jars/containers (reusable),4,2,4,4,3,4,4,3,4,Yes,760.0,Above Rs 600,4.4,3-5 kg,450.0,Below Rs 500,Maybe,Yes
R0228,Convenience_Family,29,25-34,Male,Jubilee Hills,Homemaker,57700.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,No,No,,Frequently (monthly or more),1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,No strong preference,4,4,3,4,5,4,4,4,3,No,428.0,Rs 401-500,7.9,6-10 kg,3480.0,"Rs 3,001-5,000",No,Yes
R0229,Convenience_Family,39,35-44,Female,Gachibowli,Homemaker,90100.0,"Rs 50,000 - 1,00,000",5-6,Yes,Neither,No,No,,Frequently (monthly or more),1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,"Sealed pouches (lightweight, compact)",4,3,4,4,5,4,5,3,3,No,594.0,Rs 501-600,2.6,1-2 kg,1590.0,"Rs 1,501-3,000",Yes,Yes
R0230,NRI_Quality,45,45-54,Female,Dilsukhnagar,Self-employed / Business owner,115300.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Traveler_Student,Yes,No,,Frequently (monthly or more),1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",5,2,4,5,4,4,5,4,4,Yes,706.0,Above Rs 600,1.0,1-2 kg,650.0,"Rs 500-1,500",Maybe,Yes
R0231,NRI_Quality,35,35-44,Male,Begumpet,Self-employed / Business owner,156000.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,No,No,,Never,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,Jars/containers (reusable),5,4,5,5,4,4,4,3,4,Yes,833.0,Above Rs 600,4.1,3-5 kg,150.0,Below Rs 500,Yes,Yes
R0232,Traveler_Budget,26,25-34,Female,Madhapur,Student,33100.0,"Below Rs 50,000",1-2,Yes,Traveler_Student,Yes,No,,Rarely (once or twice a year),0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,"Sealed pouches (lightweight, compact)",4,5,4,4,5,2,3,4,4,Yes,483.0,Rs 401-500,1.5,1-2 kg,290.0,Below Rs 500,Yes,Maybe
R0233,Skeptical_LowIntent,41,35-44,Male,Begumpet,Retired,71600.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,Yes,No,,Rarely (once or twice a year),0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,Jars/containers (reusable),3,4,3,3,2,1,2,2,2,No,311.0,Rs 300-400,1.6,1-2 kg,100.0,Below Rs 500,Yes,No
R0234,Convenience_Family,43,35-44,Female,Manikonda,Salaried / Employed,125100.0,"Rs 1,00,001 - 2,00,000",7 or more,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",4,4,5,5,5,5,3,3,4,Yes,775.0,Above Rs 600,2.5,1-2 kg,1240.0,"Rs 500-1,500",Maybe,Maybe
R0235,Skeptical_LowIntent,52,45-54,Female,Jubilee Hills,Retired,76400.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,Yes,Yes,Leela Instant Foods,Never,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,"Sealed pouches (lightweight, compact)",3,4,2,4,3,2,2,2,2,No,496.0,Rs 401-500,3.1,3-5 kg,100.0,Below Rs 500,No,Maybe
R0236,Skeptical_LowIntent,49,45-54,Female,,Salaried / Employed,64200.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,No,No,,Rarely (once or twice a year),1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",2,3,2,3,2,2,2,3,1,No,431.0,Rs 401-500,2.4,1-2 kg,100.0,Below Rs 500,No,Maybe
R0237,Traveler_Budget,21,Under 25,Female,Jubilee Hills,Student,52100.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,Jars/containers (reusable),4,5,2,4,5,3,3,5,3,No,506.0,Rs 501-600,9.5,6-10 kg,870.0,"Rs 500-1,500",Maybe,Maybe
R0238,Skeptical_LowIntent,54,45-54,Male,Banjara Hills,Salaried / Employed,39400.0,"Below Rs 50,000",1-2,Yes,Neither,Yes,No,,Rarely (once or twice a year),1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",2,4,2,3,3,2,3,2,2,No,298.0,Below Rs 300,1.0,1-2 kg,100.0,Below Rs 500,No,Yes
R0239,NRI_Quality,37,35-44,Female,Jubilee Hills,Salaried / Employed,116700.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,No strong preference,4,2,5,4,4,4,5,3,4,Yes,500.0,Rs 501-600,5.2,3-5 kg,380.0,Below Rs 500,Yes,Yes
R0240,NRI_Quality,51,45-54,Female,Kukatpally,Salaried / Employed,212500.0,"Rs 2,00,001 - 3,50,000",1-2,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,"Sealed pouches (lightweight, compact)",4,3,4,5,4,4,4,5,4,Yes,900.0,Above Rs 600,4.9,3-5 kg,680.0,"Rs 500-1,500",Maybe,Yes
R0241,Skeptical_LowIntent,36,35-44,Female,Madhapur,Self-employed / Business owner,56400.0,"Rs 50,000 - 1,00,000",5-6,No,Neither,Yes,No,,Never,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Jars/containers (reusable),1,4,2,3,2,2,2,2,2,No,297.0,Below Rs 300,4.2,3-5 kg,100.0,Below Rs 500,Maybe,Maybe
R0242,Skeptical_LowIntent,30,25-34,Male,LB Nagar,Salaried / Employed,38400.0,"Below Rs 50,000",3-4,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",1,4,2,4,1,2,2,2,2,No,289.0,Below Rs 300,3.5,3-5 kg,460.0,Below Rs 500,No,Maybe
R0243,NRI_Quality,26,25-34,Male,Kukatpally,Salaried / Employed,96600.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,No,No,,Frequently (monthly or more),0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,Jars/containers (reusable),5,3,5,5,4,5,4,3,4,Yes,833.0,Above Rs 600,7.9,6-10 kg,4960.0,"Rs 3,001-5,000",Yes,Yes
R0244,Traveler_Budget,25,25-34,Male,Ameerpet,Homemaker,58700.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,Yes,Yes,My Taste My Meal,Frequently (monthly or more),1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,No strong preference,4,5,4,3,5,3,3,4,4,Yes,473.0,Rs 401-500,5.6,3-5 kg,1910.0,"Rs 1,501-3,000",Maybe,Maybe
R0245,Convenience_Family,26,25-34,Male,Secunderabad,Salaried / Employed,69600.0,"Rs 50,000 - 1,00,000",5-6,No,Neither,No,No,,Rarely (once or twice a year),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Jars/containers (reusable),4,4,3,4,5,4,3,5,2,No,220.0,Below Rs 300,3.2,3-5 kg,410.0,Below Rs 500,No,Yes
R0246,Skeptical_LowIntent,46,45-54,Male,Secunderabad,Student,76300.0,"Rs 50,000 - 1,00,000",1-2,No,NRI_Family,No,No,,Never,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,"Sealed pouches (lightweight, compact)",3,4,1,3,3,2,2,2,1,No,442.0,Rs 401-500,3.6,3-5 kg,100.0,Below Rs 500,No,Yes
R0247,Convenience_Family,50,45-54,Male,Secunderabad,Homemaker,18000.0,"Below Rs 50,000",1-2,No,NRI_Family,No,No,,Rarely (once or twice a year),0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,Jars/containers (reusable),4,4,4,4,5,4,3,4,4,Yes,836.0,Above Rs 600,5.9,3-5 kg,770.0,"Rs 500-1,500",Yes,Yes
